ID,SEX,AGE,JOB_TYPE,DEPENDENTS,TELEPHONE,FOREIGN_WORKER,EMPLOYMENT_DURATION,PROPERTY,HOUSING,CURRENT_RESIDENCE_DURATION
1152071,F,49.0,0.0,1.0,1.0,1.0,7.0,CAR_OTHER,RENT,3.0
594123,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0
437639,M,35.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0
840851,M,50.0,3.0,1.0,1.0,1.0,2.0,REAL_ESTATE,RENT,3.0
409677,M,53.0,3.0,2.0,1.0,1.0,10.0,UNKNOWN,OWN,4.0
100880,M,35.0,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,3.0
397874,M,35.0,3.0,1.0,1.0,1.0,3.0,CAR_OTHER,OWN,2.0
1169376,F,30.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,RENT,3.0
197218,M,55.0,3.0,2.0,1.0,1.0,8.0,CAR_OTHER,FREE,3.0
67376,M,40.0,3.0,1.0,1.0,1.0,0.0,REAL_ESTATE,OWN,2.0
733357,F,21.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0
131731,F,21.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
981237,M,46.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,2.0
615737,M,44.0,3.0,1.0,0.0,1.0,9.0,SAVINGS_INSURANCE,FREE,3.0
1111035,M,48.0,3.0,2.0,,1.0,5.0,UNKNOWN,FREE,4.0
1114170,F,36.0,3.0,1.0,1.0,1.0,0.0,SAVINGS_INSURANCE,OWN,1.0
687609,M,37.0,3.0,2.0,0.0,1.0,2.0,SAVINGS_INSURANCE,RENT,2.0
670272,F,44.0,3.0,2.0,1.0,1.0,5.0,UNKNOWN,OWN,3.0
969668,M,36.0,3.0,1.0,1.0,1.0,7.0,UNKNOWN,OWN,
261265,M,19.0,0.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
9151,M,29.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,OWN,4.0
976657,M,34.0,3.0,2.0,1.0,1.0,6.0,UNKNOWN,OWN,2.0
462383,F,32.0,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,3.0
540991,M,38.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,RENT,2.0
546488,F,47.0,1.0,1.0,1.0,1.0,7.0,SAVINGS_INSURANCE,RENT,3.0
593348,F,28.0,3.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,RENT,2.0
1154081,F,20.0,3.0,1.0,0.0,1.0,7.0,REAL_ESTATE,RENT,3.0
747253,M,35.0,3.0,2.0,1.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
616954,F,53.0,3.0,2.0,1.0,1.0,8.0,UNKNOWN,OWN,5.0
498857,M,40.0,1.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,OWN,4.0
1211445,M,34.0,2.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,3.0
250264,M,50.0,3.0,1.0,0.0,1.0,9.0,SAVINGS_INSURANCE,OWN,
1122318,M,42.0,3.0,1.0,1.0,1.0,10.0,UNKNOWN,OWN,1.0
1239840,M,29.0,3.0,1.0,1.0,1.0,2.0,SAVINGS_INSURANCE,OWN,3.0
703277,F,32.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,4.0
256045,M,31.0,2.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,FREE,4.0
309757,M,23.0,3.0,2.0,1.0,1.0,1.0,REAL_ESTATE,OWN,3.0
377346,M,19.0,0.0,1.0,0.0,1.0,5.0,CAR_OTHER,RENT,2.0
1005670,M,37.0,3.0,1.0,1.0,1.0,0.0,REAL_ESTATE,OWN,3.0
1132462,M,38.0,1.0,1.0,1.0,1.0,11.0,UNKNOWN,OWN,3.0
375544,M,56.0,3.0,2.0,1.0,1.0,9.0,UNKNOWN,FREE,3.0
1290933,F,39.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,2.0
808239,M,39.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,RENT,4.0
559174,M,41.0,2.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,OWN,4.0
486691,F,29.0,3.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,3.0
515104,M,25.0,0.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,1.0
1145513,M,34.0,3.0,2.0,1.0,1.0,1.0,UNKNOWN,OWN,3.0
792405,M,37.0,1.0,1.0,0.0,1.0,1.0,CAR_OTHER,OWN,2.0
1157104,F,34.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,3.0
847824,M,28.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,OWN,2.0
440987,F,38.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,4.0
17193,M,31.0,3.0,1.0,0.0,,7.0,SAVINGS_INSURANCE,RENT,3.0
1050173,M,19.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
1073420,M,36.0,3.0,2.0,1.0,1.0,9.0,CAR_OTHER,OWN,2.0
656245,M,43.0,3.0,2.0,1.0,1.0,4.0,CAR_OTHER,OWN,5.0
238702,M,38.0,,1.0,1.0,1.0,0.0,CAR_OTHER,FREE,3.0
889573,M,43.0,0.0,1.0,1.0,1.0,2.0,CAR_OTHER,OWN,2.0
749104,F,39.0,1.0,1.0,1.0,1.0,6.0,SAVINGS_INSURANCE,OWN,4.0
49070,M,45.0,2.0,1.0,0.0,1.0,1.0,CAR_OTHER,OWN,3.0
690193,M,36.0,3.0,1.0,1.0,1.0,5.0,SAVINGS_INSURANCE,OWN,2.0
72190,F,22.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,RENT,1.0
324379,M,38.0,3.0,1.0,1.0,1.0,7.0,UNKNOWN,OWN,1.0
792252,M,33.0,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,1.0
177019,M,37.0,3.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,4.0
162595,F,33.0,3.0,1.0,1.0,1.0,5.0,SAVINGS_INSURANCE,OWN,3.0
434597,F,23.0,3.0,1.0,0.0,1.0,3.0,REAL_ESTATE,OWN,4.0
780643,M,51.0,2.0,1.0,1.0,1.0,2.0,UNKNOWN,OWN,4.0
1145876,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,1.0
411047,M,32.0,3.0,1.0,1.0,1.0,8.0,CAR_OTHER,OWN,5.0
1162239,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,3.0
466674,M,38.0,3.0,1.0,1.0,1.0,3.0,SAVINGS_INSURANCE,OWN,4.0
837863,M,24.0,3.0,1.0,1.0,0.0,7.0,CAR_OTHER,OWN,3.0
978449,F,34.0,2.0,1.0,1.0,1.0,9.0,SAVINGS_INSURANCE,FREE,5.0
995323,M,37.0,2.0,1.0,0.0,1.0,15.0,SAVINGS_INSURANCE,FREE,5.0
568097,M,29.0,3.0,1.0,0.0,0.0,7.0,SAVINGS_INSURANCE,OWN,3.0
925941,M,43.0,1.0,1.0,1.0,1.0,3.0,SAVINGS_INSURANCE,OWN,4.0
380536,F,48.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,FREE,4.0
323768,F,19.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,1.0
480223,F,35.0,3.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,OWN,2.0
806224,M,50.0,3.0,1.0,1.0,1.0,10.0,UNKNOWN,OWN,3.0
688640,M,33.0,3.0,1.0,1.0,1.0,1.0,SAVINGS_INSURANCE,OWN,4.0
403788,M,25.0,3.0,1.0,0.0,1.0,2.0,REAL_ESTATE,OWN,1.0
121936,M,29.0,2.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,OWN,2.0
784958,F,40.0,3.0,2.0,1.0,1.0,5.0,CAR_OTHER,FREE,3.0
499055,F,61.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,FREE,4.0
1092469,F,43.0,1.0,2.0,1.0,1.0,8.0,CAR_OTHER,FREE,3.0
1035991,M,32.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,OWN,4.0
601386,M,33.0,0.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
1147165,F,40.0,3.0,1.0,0.0,1.0,4.0,CAR_OTHER,OWN,2.0
176012,M,20.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
896159,M,43.0,2.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,FREE,5.0
1256806,M,31.0,1.0,1.0,0.0,1.0,6.0,REAL_ESTATE,RENT,2.0
1234661,F,33.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0
1002707,F,52.0,3.0,1.0,0.0,1.0,12.0,SAVINGS_INSURANCE,FREE,3.0
820492,M,32.0,3.0,1.0,1.0,1.0,4.0,SAVINGS_INSURANCE,OWN,3.0
406082,M,47.0,3.0,1.0,0.0,1.0,9.0,SAVINGS_INSURANCE,FREE,4.0
256096,M,41.0,2.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,FREE,4.0
825645,M,28.0,3.0,1.0,1.0,1.0,1.0,SAVINGS_INSURANCE,OWN,3.0
23993,M,35.0,2.0,1.0,1.0,1.0,2.0,REAL_ESTATE,OWN,4.0
497197,F,41.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,FREE,3.0
397953,F,49.0,3.0,2.0,1.0,1.0,0.0,CAR_OTHER,OWN,1.0
377941,F,20.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
1016836,M,22.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
1297412,F,46.0,3.0,2.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0
586635,F,35.0,3.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,OWN,2.0
106063,F,34.0,3.0,2.0,1.0,1.0,6.0,UNKNOWN,OWN,4.0
254704,F,37.0,3.0,1.0,1.0,1.0,10.0,UNKNOWN,OWN,4.0
715467,M,46.0,1.0,1.0,0.0,1.0,7.0,UNKNOWN,OWN,5.0
506392,F,41.0,3.0,1.0,1.0,1.0,5.0,REAL_ESTATE,OWN,3.0
1209486,M,42.0,3.0,1.0,0.0,1.0,7.0,REAL_ESTATE,OWN,4.0
225497,M,31.0,1.0,1.0,1.0,1.0,5.0,REAL_ESTATE,OWN,4.0
1276156,F,44.0,3.0,1.0,1.0,1.0,9.0,CAR_OTHER,OWN,4.0
517623,M,44.0,3.0,1.0,1.0,1.0,0.0,CAR_OTHER,OWN,3.0
583538,M,44.0,3.0,2.0,1.0,1.0,7.0,UNKNOWN,FREE,3.0
226419,F,43.0,3.0,1.0,1.0,1.0,6.0,UNKNOWN,OWN,4.0
930777,F,41.0,0.0,1.0,1.0,1.0,,CAR_OTHER,OWN,4.0
65321,M,27.0,3.0,1.0,0.0,1.0,1.0,REAL_ESTATE,OWN,1.0
775444,F,36.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,3.0
642625,M,36.0,3.0,2.0,1.0,1.0,3.0,SAVINGS_INSURANCE,OWN,3.0
414168,M,47.0,3.0,1.0,1.0,1.0,7.0,UNKNOWN,FREE,3.0
621014,M,26.0,3.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,FREE,3.0
601775,M,51.0,1.0,2.0,1.0,1.0,8.0,CAR_OTHER,OWN,5.0
713592,F,20.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
289978,M,22.0,1.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,RENT,1.0
1078310,F,39.0,3.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,OWN,2.0
1002443,F,46.0,1.0,1.0,1.0,1.0,9.0,CAR_OTHER,OWN,4.0
859235,M,58.0,3.0,2.0,1.0,1.0,12.0,UNKNOWN,FREE,4.0
791777,M,34.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,1.0
546330,M,27.0,3.0,1.0,0.0,1.0,1.0,REAL_ESTATE,OWN,1.0
727697,F,29.0,,2.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
14128,F,39.0,3.0,2.0,1.0,1.0,8.0,CAR_OTHER,OWN,4.0
908370,F,41.0,3.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,3.0
559110,F,19.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,RENT,3.0
384636,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
714096,M,47.0,0.0,1.0,1.0,1.0,2.0,UNKNOWN,OWN,3.0
451244,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
1303222,F,43.0,3.0,1.0,1.0,1.0,0.0,CAR_OTHER,FREE,3.0
545613,M,57.0,3.0,1.0,1.0,1.0,12.0,CAR_OTHER,OWN,4.0
398353,M,53.0,3.0,2.0,1.0,1.0,11.0,UNKNOWN,OWN,5.0
281782,F,42.0,3.0,1.0,1.0,0.0,9.0,CAR_OTHER,OWN,4.0
465856,M,32.0,1.0,2.0,1.0,1.0,1.0,CAR_OTHER,OWN,3.0
53837,M,29.0,3.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,OWN,3.0
412366,M,34.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0
548711,M,33.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,1.0
325293,F,48.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,OWN,4.0
315755,F,19.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,2.0
815335,F,38.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,,1.0
975788,M,40.0,3.0,1.0,0.0,1.0,8.0,SAVINGS_INSURANCE,OWN,5.0
440248,F,44.0,3.0,1.0,1.0,1.0,3.0,CAR_OTHER,OWN,4.0
217488,M,46.0,0.0,2.0,1.0,1.0,5.0,UNKNOWN,OWN,4.0
833221,M,40.0,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,4.0
460449,M,53.0,3.0,1.0,1.0,1.0,9.0,CAR_OTHER,FREE,4.0
399092,M,29.0,2.0,1.0,0.0,1.0,1.0,REAL_ESTATE,RENT,3.0
109255,M,41.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,OWN,4.0
1170850,F,32.0,3.0,1.0,0.0,1.0,1.0,REAL_ESTATE,OWN,2.0
1196151,M,43.0,1.0,1.0,1.0,1.0,0.0,UNKNOWN,OWN,4.0
86283,F,39.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
53845,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
247264,F,36.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,FREE,1.0
810670,M,22.0,3.0,1.0,1.0,1.0,3.0,REAL_ESTATE,OWN,1.0
105694,M,49.0,1.0,2.0,1.0,1.0,9.0,CAR_OTHER,OWN,3.0
1282594,F,43.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,3.0
1300540,F,33.0,1.0,1.0,1.0,1.0,1.0,SAVINGS_INSURANCE,FREE,2.0
220433,M,46.0,2.0,1.0,1.0,1.0,3.0,UNKNOWN,FREE,5.0
639635,F,46.0,0.0,1.0,0.0,1.0,8.0,CAR_OTHER,RENT,3.0
493852,M,39.0,1.0,1.0,1.0,1.0,5.0,CAR_OTHER,OWN,2.0
320609,F,20.0,3.0,1.0,0.0,1.0,6.0,REAL_ESTATE,OWN,2.0
657226,M,43.0,1.0,1.0,1.0,1.0,4.0,SAVINGS_INSURANCE,OWN,3.0
1301488,M,42.0,2.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,4.0
22722,M,31.0,1.0,1.0,0.0,1.0,7.0,UNKNOWN,OWN,3.0
1015892,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
626337,M,19.0,3.0,1.0,0.0,1.0,4.0,CAR_OTHER,OWN,3.0
75875,M,32.0,3.0,1.0,0.0,1.0,2.0,REAL_ESTATE,OWN,2.0
1101749,M,36.0,1.0,1.0,0.0,1.0,7.0,UNKNOWN,OWN,4.0
902951,M,30.0,1.0,1.0,0.0,1.0,4.0,REAL_ESTATE,OWN,2.0
1168685,M,44.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,3.0
528295,F,27.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0
824867,F,19.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,3.0
64710,F,21.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0
1003450,M,58.0,3.0,1.0,1.0,1.0,5.0,CAR_OTHER,FREE,5.0
889082,M,47.0,3.0,1.0,1.0,1.0,8.0,CAR_OTHER,FREE,4.0
1117040,F,36.0,3.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,OWN,3.0
705296,M,28.0,3.0,1.0,0.0,1.0,3.0,CAR_OTHER,OWN,3.0
158940,M,28.0,2.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,4.0
1066837,F,45.0,3.0,1.0,,1.0,10.0,UNKNOWN,OWN,3.0
1246199,M,41.0,3.0,1.0,0.0,1.0,2.0,SAVINGS_INSURANCE,RENT,3.0
1304592,F,21.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0
126615,M,34.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,OWN,2.0
96313,F,30.0,2.0,1.0,0.0,1.0,3.0,REAL_ESTATE,RENT,3.0
1006713,F,31.0,3.0,1.0,0.0,1.0,12.0,SAVINGS_INSURANCE,OWN,2.0
1265441,M,19.0,3.0,1.0,1.0,1.0,0.0,REAL_ESTATE,OWN,1.0
1019449,F,32.0,3.0,1.0,0.0,1.0,6.0,REAL_ESTATE,OWN,2.0
114844,F,19.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,RENT,2.0
600144,M,24.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,RENT,1.0
369017,F,30.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,1.0
994993,M,25.0,3.0,1.0,0.0,1.0,7.0,REAL_ESTATE,OWN,
584427,F,27.0,3.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,3.0
464405,M,45.0,3.0,1.0,1.0,1.0,10.0,UNKNOWN,OWN,3.0
332556,M,19.0,3.0,1.0,0.0,1.0,2.0,REAL_ESTATE,RENT,1.0
917623,F,28.0,3.0,1.0,1.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0
837289,M,19.0,3.0,1.0,0.0,1.0,6.0,REAL_ESTATE,OWN,3.0
118158,F,30.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,OWN,2.0
458242,M,37.0,3.0,1.0,1.0,1.0,4.0,REAL_ESTATE,OWN,4.0
198555,,38.0,3.0,1.0,0.0,0.0,12.0,CAR_OTHER,OWN,4.0
406396,M,30.0,0.0,1.0,0.0,1.0,8.0,CAR_OTHER,RENT,3.0
601394,M,40.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,2.0
651696,M,39.0,3.0,1.0,1.0,1.0,8.0,SAVINGS_INSURANCE,OWN,3.0
488438,M,29.0,3.0,1.0,1.0,1.0,7.0,SAVINGS_INSURANCE,OWN,2.0
1275097,M,43.0,3.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,3.0
957032,M,29.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,OWN,2.0
49344,M,30.0,3.0,1.0,0.0,1.0,6.0,REAL_ESTATE,OWN,4.0
640678,F,50.0,3.0,1.0,1.0,1.0,8.0,CAR_OTHER,FREE,2.0
290586,M,47.0,1.0,2.0,1.0,1.0,7.0,UNKNOWN,OWN,4.0
4446,F,26.0,3.0,1.0,0.0,1.0,4.0,REAL_ESTATE,OWN,1.0
972741,M,30.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0
1246542,M,31.0,2.0,2.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,4.0
667238,M,46.0,3.0,1.0,0.0,1.0,5.0,CAR_OTHER,OWN,2.0
841169,F,32.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0
1255561,M,37.0,0.0,1.0,0.0,1.0,7.0,SAVINGS_INSURANCE,OWN,2.0
1076266,M,50.0,3.0,1.0,0.0,1.0,5.0,UNKNOWN,OWN,5.0
822452,M,41.0,3.0,1.0,0.0,1.0,11.0,CAR_OTHER,OWN,4.0
864153,M,46.0,2.0,1.0,1.0,1.0,6.0,UNKNOWN,FREE,5.0
636462,M,45.0,3.0,1.0,1.0,1.0,5.0,UNKNOWN,FREE,4.0
1277488,F,48.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,OWN,2.0
265175,F,37.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0
118627,M,20.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
312305,F,26.0,1.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,RENT,1.0
336167,F,37.0,1.0,1.0,0.0,1.0,11.0,CAR_OTHER,OWN,2.0
516749,F,53.0,3.0,2.0,1.0,1.0,10.0,CAR_OTHER,FREE,2.0
381355,M,46.0,3.0,2.0,0.0,1.0,5.0,UNKNOWN,OWN,4.0
46658,M,30.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,1.0
725513,M,36.0,3.0,1.0,0.0,1.0,5.0,REAL_ESTATE,RENT,2.0
573242,F,19.0,3.0,1.0,1.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0
514302,F,41.0,3.0,1.0,0.0,1.0,14.0,SAVINGS_INSURANCE,OWN,2.0
1294633,F,39.0,3.0,2.0,0.0,1.0,7.0,SAVINGS_INSURANCE,OWN,2.0
473835,F,21.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,3.0
667900,M,27.0,3.0,1.0,0.0,1.0,6.0,UNKNOWN,OWN,3.0
266928,M,74.0,1.0,2.0,1.0,1.0,12.0,UNKNOWN,OWN,5.0
1073079,M,49.0,3.0,1.0,1.0,1.0,,UNKNOWN,FREE,4.0
450392,M,33.0,1.0,1.0,1.0,1.0,11.0,UNKNOWN,OWN,4.0
309249,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0
793188,F,55.0,3.0,2.0,1.0,1.0,10.0,UNKNOWN,OWN,4.0
414019,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0
1095322,F,47.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,OWN,2.0
240146,M,52.0,3.0,1.0,1.0,1.0,9.0,CAR_OTHER,OWN,4.0
551074,M,31.0,3.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,2.0
1017518,M,38.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0
1211981,F,23.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0
451982,M,40.0,2.0,1.0,1.0,1.0,1.0,CAR_OTHER,OWN,4.0
338017,M,41.0,3.0,1.0,1.0,1.0,1.0,SAVINGS_INSURANCE,OWN,2.0
960476,F,39.0,1.0,2.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0
661014,M,47.0,2.0,2.0,1.0,1.0,7.0,CAR_OTHER,OWN,3.0
120183,F,39.0,3.0,1.0,0.0,1.0,11.0,CAR_OTHER,OWN,4.0
1244822,F,42.0,0.0,1.0,1.0,1.0,3.0,CAR_OTHER,RENT,1.0
1123476,M,59.0,3.0,1.0,1.0,1.0,8.0,SAVINGS_INSURANCE,FREE,4.0
176320,M,51.0,2.0,1.0,1.0,1.0,9.0,CAR_OTHER,FREE,5.0
2731,F,22.0,2.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0
