ID,CHECKING_BALANCE,PAYMENT_TERM,CREDIT_HISTORY,LOAN_PURPOSE,LOAN_AMOUNT,EXISTING_SAVINGS,EMPLOYMENT_DURATION,INSTALLMENT_PERCENT,SEX,OTHERS_ON_LOAN,CURRENT_RESIDENCE_DURATION,PROPERTY,AGE,INSTALLMENT_PLANS,HOUSING,EXISTING_CREDITS_COUNT,JOB_TYPE,DEPENDENTS,TELEPHONE,FOREIGN_WORKER,ALLOW
312946,NO_CHECKING,540,CREDITS_PAID_TO_DATE,RADIO_TV,5093,729.48,4,3,M,NONE,4,CAR_OTHER,48,STORES,OWN,2,1,1,0,1,TO_FILL
666047,-376.69,279,PRIOR_PAYMENTS_DELAYED,VACATION,4783,64.47,0,2,F,NONE,1,SAVINGS_INSURANCE,33,NONE,OWN,1,3,1,0,1,TO_FILL
48657,54.45,713,PRIOR_PAYMENTS_DELAYED,RETRAINING,2964,1.61,0,2,M,NONE,3,REAL_ESTATE,32,NONE,OWN,1,3,1,1,1,TO_FILL
793822,-6.62,124,CREDITS_PAID_TO_DATE,CAR_USED,250,83.27,0,1,F,NONE,2,REAL_ESTATE,19,NONE,RENT,1,3,1,0,1,TO_FILL
779840,NO_CHECKING,961,PRIOR_PAYMENTS_DELAYED,FURNITURE,5116,370.52,5,3,M,NONE,3,SAVINGS_INSURANCE,43,STORES,OWN,2,1,1,1,1,TO_FILL
960700,-200.61,341,ALL_CREDITS_PAID_BACK,RETRAINING,1886,19.17,0,2,M,NONE,2,CAR_OTHER,24,BANK,RENT,1,1,1,0,1,TO_FILL
643318,NO_CHECKING,660,CREDITS_PAID_TO_DATE,FURNITURE,3232,397.27,7,3,M,NONE,3,SAVINGS_INSURANCE,33,STORES,OWN,1,1,1,0,1,TO_FILL
1304714,-1793.54,310,PRIOR_PAYMENTS_DELAYED,REPAIRS,2016,32.87,3,3,F,NONE,3,CAR_OTHER,19,STORES,RENT,1,1,1,0,1,TO_FILL
185137,9080.45,930,PRIOR_PAYMENTS_DELAYED,APPLIANCES,3332,232.54,0,3,M,NONE,3,SAVINGS_INSURANCE,37,NONE,RENT,2,2,1,1,1,TO_FILL
674648,NO_CHECKING,1050,PRIOR_PAYMENTS_DELAYED,RADIO_TV,2231,30334.69,13,3,F,NONE,3,CAR_OTHER,45,NONE,OWN,1,3,1,0,1,TO_FILL
456779,151.38,120,ALL_CREDITS_PAID_BACK,CAR_NEW,250,41.09,0,2,F,NONE,3,REAL_ESTATE,19,NONE,OWN,1,3,1,0,1,TO_FILL
181726,NO_CHECKING,840,CREDITS_PAID_TO_DATE,FURNITURE,3794,6965.42,9,4,F,NONE,4,CAR_OTHER,43,NONE,FREE,3,3,2,1,1,TO_FILL
427692,-2204.44,360,PRIOR_PAYMENTS_DELAYED,CAR_NEW,250,1190.67,6,2,M,NONE,1,REAL_ESTATE,23,STORES,RENT,1,3,1,0,1,TO_FILL
856367,185.41,690,OUTSTANDING_CREDIT,CAR_USED,2688,15827.15,6,3,M,NONE,4,SAVINGS_INSURANCE,38,NONE,RENT,1,3,1,0,1,TO_FILL
133975,-515.14,124,CREDITS_PAID_TO_DATE,CAR_USED,250,9.88,0,1,M,NONE,1,REAL_ESTATE,26,STORES,RENT,1,3,1,0,1,TO_FILL
740744,-203.49,480,CREDITS_PAID_TO_DATE,FURNITURE,4480,43.95,0,2,F,NONE,3,CAR_OTHER,36,NONE,OWN,2,3,1,0,1,TO_FILL
463972,-87.46,660,PRIOR_PAYMENTS_DELAYED,FURNITURE,1129,17949.36,3,3,F,NONE,2,CAR_OTHER,37,BANK,RENT,2,0,2,1,1,TO_FILL
285980,NO_CHECKING,837,PRIOR_PAYMENTS_DELAYED,CAR_USED,4651,297.51,2,3,M,NONE,4,CAR_OTHER,41,NONE,OWN,1,2,1,0,1,TO_FILL
331130,NO_CHECKING,1302,OUTSTANDING_CREDIT,VACATION,7686,UNKNOWN,8,4,M,CO-APPLICANT,3,UNKNOWN,43,NONE,FREE,2,3,2,1,1,TO_FILL
341170,NO_CHECKING,450,OUTSTANDING_CREDIT,FURNITURE,4088,535.67,10,4,M,NONE,4,UNKNOWN,56,NONE,OWN,2,3,1,1,1,TO_FILL
143229,NO_CHECKING,589,CREDITS_PAID_TO_DATE,CAR_NEW,2274,9575.14,2,3,M,NONE,2,REAL_ESTATE,24,NONE,OWN,2,3,1,0,1,TO_FILL
881085,77.27,480,CREDITS_PAID_TO_DATE,CAR_NEW,250,87.87,0,3,F,NONE,2,REAL_ESTATE,26,BANK,RENT,1,0,1,0,1,TO_FILL
1167125,37.55,155,ALL_CREDITS_PAID_BACK,CAR_NEW,2733,79.23,0,3,F,NONE,1,CAR_OTHER,24,NONE,OWN,1,3,1,0,1,TO_FILL
104773,NO_CHECKING,775,PRIOR_PAYMENTS_DELAYED,EDUCATION,5194,123.51,0,4,F,NONE,4,CAR_OTHER,26,NONE,OWN,2,3,1,0,1,TO_FILL
950087,-1346.1,372,ALL_CREDITS_PAID_BACK,RADIO_TV,250,100.37,0,1,M,NONE,2,REAL_ESTATE,29,STORES,RENT,1,3,1,0,1,TO_FILL
205175,-13.49,120,ALL_CREDITS_PAID_BACK,CAR_NEW,250,76.82,0,1,M,NONE,2,REAL_ESTATE,24,BANK,RENT,1,1,1,0,1,TO_FILL
749316,-1356.86,750,CREDITS_PAID_TO_DATE,FURNITURE,1857,36.72,2,3,M,NONE,3,CAR_OTHER,35,STORES,OWN,2,1,1,1,1,TO_FILL
957358,-177.43,341,PRIOR_PAYMENTS_DELAYED,CAR_USED,4576,892.47,12,4,F,NONE,3,UNKNOWN,43,BANK,OWN,2,0,1,0,1,TO_FILL
1049096,NO_CHECKING,1080,PRIOR_PAYMENTS_DELAYED,OTHER,7671,UNKNOWN,7,4,M,NONE,4,UNKNOWN,58,NONE,FREE,3,3,2,1,1,TO_FILL
566097,NO_CHECKING,1680,OUTSTANDING_CREDIT,APPLIANCES,8005,UNKNOWN,5,5,M,GUARANTOR,4,CAR_OTHER,56,NONE,FREE,2,3,1,1,1,TO_FILL
9286,112.44,186,ALL_CREDITS_PAID_BACK,CAR_USED,3115,67.28,2,2,F,CO-APPLICANT,2,REAL_ESTATE,27,NONE,OWN,1,3,1,0,1,TO_FILL
951534,NO_CHECKING,1488,OUTSTANDING_CREDIT,REPAIRS,6138,5022.1,14,4,M,CO-APPLICANT,3,UNKNOWN,49,NONE,OWN,2,3,2,1,1,TO_FILL
1229419,-5.24,450,CREDITS_PAID_TO_DATE,CAR_USED,3936,71.04,0,3,F,NONE,1,SAVINGS_INSURANCE,28,NONE,OWN,2,3,1,1,1,TO_FILL
1046009,155.93,124,PRIOR_PAYMENTS_DELAYED,APPLIANCES,2280,44.56,4,2,F,NONE,1,CAR_OTHER,33,NONE,OWN,1,3,1,0,1,TO_FILL
1212447,43.97,540,ALL_CREDITS_PAID_BACK,CAR_USED,2596,63.58,4,3,M,NONE,3,SAVINGS_INSURANCE,39,NONE,OWN,2,2,2,1,1,TO_FILL
1041819,NO_CHECKING,1209,PRIOR_PAYMENTS_DELAYED,APPLIANCES,5028,804.94,17,4,M,NONE,3,CAR_OTHER,51,STORES,FREE,2,0,2,1,1,TO_FILL
1286235,155.95,1116,OUTSTANDING_CREDIT,RADIO_TV,5658,UNKNOWN,11,4,M,CO-APPLICANT,4,UNKNOWN,40,STORES,OWN,2,1,2,1,1,TO_FILL
844035,-2.45,300,PRIOR_PAYMENTS_DELAYED,FURNITURE,3633,12.18,0,3,M,NONE,3,CAR_OTHER,28,NONE,RENT,1,3,1,0,1,TO_FILL
83045,0,651,CREDITS_PAID_TO_DATE,CAR_NEW,2638,96.68,4,3,M,NONE,3,SAVINGS_INSURANCE,27,NONE,OWN,2,3,1,1,1,TO_FILL
1271368,142.37,120,ALL_CREDITS_PAID_BACK,FURNITURE,250,89.35,1,2,F,NONE,1,REAL_ESTATE,19,BANK,RENT,1,1,1,0,1,TO_FILL
469385,NO_CHECKING,868,PRIOR_PAYMENTS_DELAYED,BUSINESS,2387,256.1,6,4,M,NONE,4,REAL_ESTATE,22,NONE,FREE,1,3,1,0,1,TO_FILL
692102,-45.89,480,CREDITS_PAID_TO_DATE,FURNITURE,250,96.83,6,2,F,NONE,1,SAVINGS_INSURANCE,19,STORES,OWN,1,1,1,0,1,TO_FILL
241463,NO_CHECKING,420,OUTSTANDING_CREDIT,RETRAINING,8243,3154.41,1,4,M,NONE,5,UNKNOWN,44,NONE,OWN,2,2,2,1,1,TO_FILL
1276413,NO_CHECKING,589,CREDITS_PAID_TO_DATE,CAR_NEW,6630,428.55,1,2,M,NONE,4,CAR_OTHER,50,NONE,OWN,2,2,1,1,1,TO_FILL
697218,NO_CHECKING,1470,CREDITS_PAID_TO_DATE,FURNITURE,2461,UNKNOWN,3,4,M,NONE,3,SAVINGS_INSURANCE,28,NONE,OWN,2,3,2,0,1,TO_FILL
105750,6883.06,713,CREDITS_PAID_TO_DATE,BUSINESS,4031,789.2,9,4,M,NONE,4,CAR_OTHER,47,NONE,OWN,2,3,2,1,1,TO_FILL
674,198.87,840,CREDITS_PAID_TO_DATE,RETRAINING,3693,56.79,9,3,M,NONE,2,SAVINGS_INSURANCE,32,NONE,OWN,1,3,1,0,1,TO_FILL
525828,-52.88,279,ALL_CREDITS_PAID_BACK,CAR_NEW,250,37.43,3,2,F,CO-APPLICANT,3,REAL_ESTATE,22,STORES,OWN,1,1,1,0,1,TO_FILL
740864,-605.07,480,PRIOR_PAYMENTS_DELAYED,RETRAINING,1781,17.67,5,3,F,NONE,3,CAR_OTHER,35,STORES,RENT,1,3,1,0,1,TO_FILL
1088762,NO_CHECKING,1116,PRIOR_PAYMENTS_DELAYED,OTHER,5858,594.92,8,4,M,CO-APPLICANT,2,CAR_OTHER,44,BANK,OWN,1,1,1,0,1,TO_FILL
760995,16.26,124,CREDITS_PAID_TO_DATE,CAR_USED,250,91.6,0,2,F,NONE,1,SAVINGS_INSURANCE,30,NONE,OWN,1,3,1,0,1,TO_FILL
220277,122.84,810,CREDITS_PAID_TO_DATE,RADIO_TV,3411,76.11,0,3,M,NONE,3,CAR_OTHER,32,NONE,OWN,1,3,1,0,1,TO_FILL
1202799,NO_CHECKING,775,PRIOR_PAYMENTS_DELAYED,EDUCATION,6892,UNKNOWN,4,3,M,NONE,3,CAR_OTHER,36,STORES,RENT,1,3,1,0,1,TO_FILL
383204,115.39,775,ALL_CREDITS_PAID_BACK,APPLIANCES,3797,88.08,2,3,M,NONE,2,SAVINGS_INSURANCE,25,NONE,OWN,1,3,1,0,1,TO_FILL
914543,13127.42,775,CREDITS_PAID_TO_DATE,RADIO_TV,3493,3285.3,6,3,F,NONE,4,CAR_OTHER,45,NONE,OWN,2,3,1,1,1,TO_FILL
1272,NO_CHECKING,840,PRIOR_PAYMENTS_DELAYED,EDUCATION,6235,535.53,11,3,M,NONE,3,UNKNOWN,57,NONE,OWN,2,3,1,0,1,TO_FILL
499786,0,570,PRIOR_PAYMENTS_DELAYED,CAR_USED,5025,14475.28,12,4,M,NONE,3,UNKNOWN,54,NONE,OWN,2,3,1,0,1,TO_FILL
1068771,156.42,450,CREDITS_PAID_TO_DATE,CAR_NEW,2816,950.34,1,3,M,NONE,4,CAR_OTHER,27,NONE,RENT,2,3,1,0,1,TO_FILL
1145409,-166.85,720,PRIOR_PAYMENTS_DELAYED,CAR_NEW,2283,25.63,0,2,F,NONE,1,REAL_ESTATE,23,STORES,OWN,1,3,1,0,1,TO_FILL
470015,-1275.03,496,PRIOR_PAYMENTS_DELAYED,CAR_USED,3161,35.6,2,2,M,CO-APPLICANT,3,SAVINGS_INSURANCE,34,STORES,OWN,1,3,1,1,1,TO_FILL
814776,185.86,620,CREDITS_PAID_TO_DATE,APPLIANCES,250,13.56,2,3,F,NONE,3,REAL_ESTATE,19,NONE,OWN,1,3,1,0,1,TO_FILL
149528,9784.82,570,CREDITS_PAID_TO_DATE,RADIO_TV,3670,88.16,2,3,M,NONE,4,CAR_OTHER,33,NONE,OWN,2,2,1,0,1,TO_FILL
191357,NO_CHECKING,420,CREDITS_PAID_TO_DATE,FURNITURE,3021,71.39,5,2,M,NONE,2,SAVINGS_INSURANCE,46,NONE,OWN,1,3,2,1,1,TO_FILL
1241412,0,279,ALL_CREDITS_PAID_BACK,FURNITURE,250,987.78,1,3,F,NONE,3,SAVINGS_INSURANCE,24,NONE,OWN,1,3,1,0,1,TO_FILL
1311956,NO_CHECKING,1050,PRIOR_PAYMENTS_DELAYED,RADIO_TV,4795,615.32,6,4,M,NONE,4,CAR_OTHER,50,STORES,OWN,2,1,1,1,1,TO_FILL
507633,-324.74,120,CREDITS_PAID_TO_DATE,CAR_NEW,880,50.6,0,1,F,NONE,2,SAVINGS_INSURANCE,28,STORES,OWN,1,3,1,0,1,TO_FILL
420784,-1183.57,450,CREDITS_PAID_TO_DATE,VACATION,4273,45.86,0,3,F,NONE,2,SAVINGS_INSURANCE,29,NONE,OWN,1,3,1,0,1,TO_FILL
178272,-303.03,240,PRIOR_PAYMENTS_DELAYED,REPAIRS,701,566.73,1,3,M,NONE,3,SAVINGS_INSURANCE,43,NONE,RENT,1,3,1,0,1,TO_FILL
